"","date","gage.flow","model.flow"
"275","1984-10-01",61,22.6553716732949
"276","1984-10-02",96,38.8625512710016
"277","1984-10-03",99,32.223807956921
"278","1984-10-04",83,23.1094490514268
"279","1984-10-05",58,19.7570539918377
"280","1984-10-06",42,17.7449761286964
"281","1984-10-07",34,15.9664900814601
"282","1984-10-08",28,14.4205256314288
"283","1984-10-09",24,13.0656167299978
"284","1984-10-10",22,11.8661856534226
"285","1984-10-11",20,10.8058042881916
"286","1984-10-12",20,9.8582105403971
"287","1984-10-13",20,8.99105994821346
"288","1984-10-14",20,8.19923040996277
"289","1984-10-15",18,7.47308370249135
"290","1984-10-16",18,7.02417129633841
"291","1984-10-17",18,6.44385523657819
"292","1984-10-18",18,5.85459022346629
"293","1984-10-19",18,5.28161048198975
"294","1984-10-20",19,4.72755371239313
"295","1984-10-21",20,4.23329825492087
"296","1984-10-22",20,3.8061469153301
"297","1984-10-23",36,4.77100736906684
"298","1984-10-24",87,14.7736035150616
"299","1984-10-25",136,19.2693791586685
"300","1984-10-26",120,18.0750834146343
"301","1984-10-27",79,15.9131767477806
"302","1984-10-28",58,13.8529076248429
"303","1984-10-29",49,13.7524750946352
"304","1984-10-30",41,12.263906883368
"305","1984-10-31",37,10.8205704251831
"306","1984-11-01",34,9.55857369725553
"307","1984-11-02",32,8.47640741443239
"308","1984-11-03",31,7.57765547899418
"309","1984-11-04",30,6.82840242975073
"310","1984-11-05",98,8.26934170073769
"311","1984-11-06",88,12.2411920995426
"312","1984-11-07",87,12.2649218610284
"313","1984-11-08",89,11.5870247224409
"314","1984-11-09",65,10.7598158910495
"315","1984-11-10",52,9.92810317702129
"316","1984-11-11",48,10.6791386581676
"317","1984-11-12",49,11.0877988363548
"318","1984-11-13",47,10.7173409700535
"319","1984-11-14",44,10.1498998747783
"320","1984-11-15",41,9.53454396949769
"321","1984-11-16",39,8.90310460657922
"322","1984-11-17",37,8.289261088359
"323","1984-11-18",35,7.91450359380795
"324","1984-11-19",53,20.2289848751273
"325","1984-11-20",77,27.0319724491214
"326","1984-11-21",77,23.2535610923407
"327","1984-11-22",74,20.5528355723801
"328","1984-11-23",63,19.0201839803436
"329","1984-11-24",56,17.5817413289091
"330","1984-11-25",51,16.2940210912876
"331","1984-11-26",47,15.1483026828375
"332","1984-11-27",45,14.1191420738021
"333","1984-11-28",56,14.3745703122026
"334","1984-11-29",328,498.135918116038
"335","1984-11-30",411,397.60404980875
"336","1984-12-01",282,137.677321628006
