"","date","mod.flow"
"1",1984-01-01,2457.4167129
"2",1984-01-02,1092.5667724
"3",1984-01-03,784.4680195
"4",1984-01-04,702.8147203
"5",1984-01-05,670.6158886
"6",1984-01-06,652.7091583
"7",1984-01-07,637.2309286
"8",1984-01-08,621.9189491
"9",1984-01-09,607.0617239
"10",1984-01-10,612.5858746
"11",1984-01-11,704.6303425
"12",1984-01-12,631.7665579
"13",1984-01-13,588.7102375
"14",1984-01-14,575.2205026
"15",1984-01-15,564.6102429
"16",1984-01-16,553.3149737
"17",1984-01-17,539.788103
"18",1984-01-18,556.3686374
"19",1984-01-19,596.6129932
"20",1984-01-20,572.832102
"21",1984-01-21,539.4222276
"22",1984-01-22,518.6704981
"23",1984-01-23,503.1464082
"24",1984-01-24,512.8833826
"25",1984-01-25,606.2663898
"26",1984-01-26,584.5720997
"27",1984-01-27,554.2050687
"28",1984-01-28,529.08251
"29",1984-01-29,509.2604864
"30",1984-01-30,496.3517933
"31",1984-01-31,485.8535653
"32",1984-02-01,473.3863638
"33",1984-02-02,461.2351267
"34",1984-02-03,455.1756459
"35",1984-02-04,468.3188897
"36",1984-02-05,453.2358991
"37",1984-02-06,443.0312807
"38",1984-02-07,432.1420345
"39",1984-02-08,419.5955657
"40",1984-02-09,408.4228343
"41",1984-02-10,398.4764822
"42",1984-02-11,390.7426148
"43",1984-02-12,380.966429
"44",1984-02-13,375.2660533
"45",1984-02-14,1583.8178634
"46",1984-02-15,1249.5306621
"47",1984-02-16,898.7298241
"48",1984-02-17,688.7152922
"49",1984-02-18,589.2849767
"50",1984-02-19,527.8911342
"51",1984-02-20,492.3512764
"52",1984-02-21,470.2831727
"53",1984-02-22,454.3496016
"54",1984-02-23,639.8802395
"55",1984-02-24,1209.3720245
"56",1984-02-25,1029.2874795
"57",1984-02-26,904.3891563
"58",1984-02-27,842.922636
"59",1984-02-28,1043.849243
"60",1984-02-29,942.0205612
"61",1984-03-01,792.4152069
"62",1984-03-02,701.4431607
"63",1984-03-03,653.7351035
"64",1984-03-04,627.3152809
