"","agency_cd","site_no","Date","Flow","Flow_cd"
"1","USGS","03473000",1984-01-01,200,"A"
"2","USGS","03473000",1984-01-02,250,"A"
"3","USGS","03473000",1984-01-03,300,"A"
"4","USGS","03473000",1984-01-04,330,"A"
"5","USGS","03473000",1984-01-05,360,"A"
"6","USGS","03473000",1984-01-06,360,"A"
"7","USGS","03473000",1984-01-07,354,"A"
"8","USGS","03473000",1984-01-08,309,"A"
"9","USGS","03473000",1984-01-09,293,"A"
"10","USGS","03473000",1984-01-10,330,"A"
"11","USGS","03473000",1984-01-11,462,"A"
"12","USGS","03473000",1984-01-12,404,"A"
"13","USGS","03473000",1984-01-13,387,"A"
"14","USGS","03473000",1984-01-14,367,"A"
"15","USGS","03473000",1984-01-15,343,"A"
"16","USGS","03473000",1984-01-16,333,"A"
"17","USGS","03473000",1984-01-17,316,"A"
"18","USGS","03473000",1984-01-18,300,"A"
"19","USGS","03473000",1984-01-19,290,"A"
"20","USGS","03473000",1984-01-20,280,"A"
"21","USGS","03473000",1984-01-21,260,"A"
"22","USGS","03473000",1984-01-22,250,"A"
"23","USGS","03473000",1984-01-23,372,"A"
"24","USGS","03473000",1984-01-24,480,"A"
"25","USGS","03473000",1984-01-25,547,"A"
"26","USGS","03473000",1984-01-26,529,"A"
"27","USGS","03473000",1984-01-27,513,"A"
"28","USGS","03473000",1984-01-28,483,"A"
"29","USGS","03473000",1984-01-29,444,"A"
"30","USGS","03473000",1984-01-30,413,"A"
"31","USGS","03473000",1984-01-31,384,"A"
"32","USGS","03473000",1984-02-01,335,"A"
"33","USGS","03473000",1984-02-02,333,"A"
"34","USGS","03473000",1984-02-03,331,"A"
"35","USGS","03473000",1984-02-04,336,"A"
"36","USGS","03473000",1984-02-05,326,"A"
"37","USGS","03473000",1984-02-06,315,"A"
"38","USGS","03473000",1984-02-07,285,"A"
"39","USGS","03473000",1984-02-08,267,"A"
"40","USGS","03473000",1984-02-09,287,"A"
"41","USGS","03473000",1984-02-10,291,"A"
"42","USGS","03473000",1984-02-11,363,"A"
"43","USGS","03473000",1984-02-12,409,"A"
"44","USGS","03473000",1984-02-13,897,"A"
"45","USGS","03473000",1984-02-14,5360,"A"
