"","agency_cd","site_no","Date","Flow","Flow_cd"
"1","USGS","02071000",1984-01-01,1110,"A"
"2","USGS","02071000",1984-01-02,1090,"A"
"3","USGS","02071000",1984-01-03,998,"A"
"4","USGS","02071000",1984-01-04,929,"A"
"5","USGS","02071000",1984-01-05,938,"A"
"6","USGS","02071000",1984-01-06,877,"A"
"7","USGS","02071000",1984-01-07,969,"A"
"8","USGS","02071000",1984-01-08,938,"A"
"9","USGS","02071000",1984-01-09,886,"A"
"10","USGS","02071000",1984-01-10,868,"A"
"11","USGS","02071000",1984-01-11,3840,"A"
"12","USGS","02071000",1984-01-12,2180,"A"
"13","USGS","02071000",1984-01-13,1440,"A"
"14","USGS","02071000",1984-01-14,1260,"A"
"15","USGS","02071000",1984-01-15,1040,"A"
"16","USGS","02071000",1984-01-16,922,"A"
"17","USGS","02071000",1984-01-17,880,"A"
"18","USGS","02071000",1984-01-18,1390,"A"
"19","USGS","02071000",1984-01-19,3400,"A"
"20","USGS","02071000",1984-01-20,1940,"A"
"21","USGS","02071000",1984-01-21,1400,"A"
"22","USGS","02071000",1984-01-22,922,"A"
"23","USGS","02071000",1984-01-23,974,"A"
"24","USGS","02071000",1984-01-24,1050,"A"
"25","USGS","02071000",1984-01-25,1690,"A"
"26","USGS","02071000",1984-01-26,1450,"A"
"27","USGS","02071000",1984-01-27,1190,"A"
"28","USGS","02071000",1984-01-28,1080,"A"
"29","USGS","02071000",1984-01-29,974,"A"
"30","USGS","02071000",1984-01-30,836,"A"
"31","USGS","02071000",1984-01-31,806,"A"
"32","USGS","02071000",1984-02-01,740,"A"
"33","USGS","02071000",1984-02-02,751,"A"
"34","USGS","02071000",1984-02-03,861,"A"
"35","USGS","02071000",1984-02-04,896,"A"
"36","USGS","02071000",1984-02-05,839,"A"
"37","USGS","02071000",1984-02-06,800,"A"
"38","USGS","02071000",1984-02-07,786,"A"
"39","USGS","02071000",1984-02-08,757,"A"
"40","USGS","02071000",1984-02-09,729,"A"
"41","USGS","02071000",1984-02-10,695,"A"
"42","USGS","02071000",1984-02-11,674,"A"
"43","USGS","02071000",1984-02-12,683,"A"
"44","USGS","02071000",1984-02-13,763,"A"
"45","USGS","02071000",1984-02-14,10700,"A"
"46","USGS","02071000",1984-02-15,6930,"A"
"47","USGS","02071000",1984-02-16,2790,"A"
"48","USGS","02071000",1984-02-17,1830,"A"
"49","USGS","02071000",1984-02-18,1510,"A"
"50","USGS","02071000",1984-02-19,1200,"A"
"51","USGS","02071000",1984-02-20,1080,"A"
"52","USGS","02071000",1984-02-21,993,"A"
"53","USGS","02071000",1984-02-22,908,"A"
"54","USGS","02071000",1984-02-23,5230,"A"
"55","USGS","02071000",1984-02-24,10900,"A"
"56","USGS","02071000",1984-02-25,3400,"A"
"57","USGS","02071000",1984-02-26,2330,"A"
"58","USGS","02071000",1984-02-27,2100,"A"
"59","USGS","02071000",1984-02-28,3140,"A"
"60","USGS","02071000",1984-02-29,2330,"A"
"61","USGS","02071000",1984-03-01,1690,"A"
"62","USGS","02071000",1984-03-02,1390,"A"
"63","USGS","02071000",1984-03-03,1260,"A"
"64","USGS","02071000",1984-03-04,1140,"A"
"65","USGS","02071000",1984-03-05,1360,"A"
"66","USGS","02071000",1984-03-06,3570,"A"
"67","USGS","02071000",1984-03-07,2320,"A"
"68","USGS","02071000",1984-03-08,1790,"A"
"69","USGS","02071000",1984-03-09,1550,"A"
"70","USGS","02071000",1984-03-10,1320,"A"
"71","USGS","02071000",1984-03-11,1250,"A"
"72","USGS","02071000",1984-03-12,1150,"A"
"73","USGS","02071000",1984-03-13,2030,"A"
"74","USGS","02071000",1984-03-14,3040,"A"
