"","Date","agency_cd","site_no","Flow","Flow_cd","mod.flow"
"1",1984-01-01,"USGS","03209000",376,"A",109.090908
"2",1984-01-02,"USGS","03209000",376,"A",109.090908
"3",1984-01-03,"USGS","03209000",286,"A",109.090908
"4",1984-01-04,"USGS","03209000",254,"A",109.090908
"5",1984-01-05,"USGS","03209000",293,"A",109.090908
"6",1984-01-06,"USGS","03209000",308,"A",109.090908
"7",1984-01-07,"USGS","03209000",308,"A",109.090908
"8",1984-01-08,"USGS","03209000",308,"A",109.090908
"9",1984-01-09,"USGS","03209000",308,"A",109.090908
"10",1984-01-10,"USGS","03209000",323,"A",109.090908
"11",1984-01-11,"USGS","03209000",542,"A",109.090908
"12",1984-01-12,"USGS","03209000",611,"A",109.090908
"13",1984-01-13,"USGS","03209000",518,"A",109.090908
"14",1984-01-14,"USGS","03209000",359,"A",109.090908
"15",1984-01-15,"USGS","03209000",359,"A",109.090908
"16",1984-01-16,"USGS","03209000",359,"A",109.090908
"17",1984-01-17,"USGS","03209000",359,"A",109.090908
"18",1984-01-18,"USGS","03209000",359,"A",109.090908
"19",1984-01-19,"USGS","03209000",359,"A",109.090908
"20",1984-01-20,"USGS","03209000",252,"A",109.090908
"21",1984-01-21,"USGS","03209000",148,"A",109.090908
"22",1984-01-22,"USGS","03209000",145,"A",109.090908
"23",1984-01-23,"USGS","03209000",91,"A",109.090908
"24",1984-01-24,"USGS","03209000",65,"A",109.090908
"25",1984-01-25,"USGS","03209000",65,"A",109.090908
"26",1984-01-26,"USGS","03209000",65,"A",109.090908
"27",1984-01-27,"USGS","03209000",67,"A",109.090908
"28",1984-01-28,"USGS","03209000",67,"A",109.090908
"29",1984-01-29,"USGS","03209000",67,"A",109.090908
"30",1984-01-30,"USGS","03209000",67,"A",109.090908
"31",1984-01-31,"USGS","03209000",67,"A",109.090908
"32",1984-02-01,"USGS","03209000",68,"A",109.090908
"33",1984-02-02,"USGS","03209000",68,"A",109.090908
"34",1984-02-03,"USGS","03209000",68,"A",109.090908
"35",1984-02-04,"USGS","03209000",68,"A",109.090908
"36",1984-02-05,"USGS","03209000",68,"A",109.090908
"37",1984-02-06,"USGS","03209000",68,"A",109.090908
"38",1984-02-07,"USGS","03209000",51,"A",109.090908
"39",1984-02-08,"USGS","03209000",24,"A",109.090908
"40",1984-02-09,"USGS","03209000",23,"A",109.090908
"41",1984-02-10,"USGS","03209000",23,"A",109.090908
"42",1984-02-11,"USGS","03209000",23,"A",109.090908
"43",1984-02-12,"USGS","03209000",23,"A",109.090908
"44",1984-02-13,"USGS","03209000",24,"A",109.090908
"45",1984-02-14,"USGS","03209000",24,"A",109.090908
"46",1984-02-15,"USGS","03209000",24,"A",109.090908
"47",1984-02-16,"USGS","03209000",24,"A",109.090908
"48",1984-02-17,"USGS","03209000",24,"A",109.090908
"49",1984-02-18,"USGS","03209000",24,"A",109.090908
"50",1984-02-19,"USGS","03209000",24,"A",109.090908
"51",1984-02-20,"USGS","03209000",24,"A",109.090908
"52",1984-02-21,"USGS","03209000",111,"A",109.090908
"53",1984-02-22,"USGS","03209000",153,"A",109.090908
"54",1984-02-23,"USGS","03209000",200,"A",109.090908
"55",1984-02-24,"USGS","03209000",437,"A",109.090908
"56",1984-02-25,"USGS","03209000",343,"A",109.090908
"57",1984-02-26,"USGS","03209000",343,"A",109.090908
"58",1984-02-27,"USGS","03209000",632,"A",109.090908
"59",1984-02-28,"USGS","03209000",1200,"A",109.090908
"60",1984-02-29,"USGS","03209000",1580,"A",109.090908
"61",1984-03-01,"USGS","03209000",987,"A",109.090908
"62",1984-03-02,"USGS","03209000",622,"A",109.090908
"63",1984-03-03,"USGS","03209000",420,"A",109.090908
"64",1984-03-04,"USGS","03209000",420,"A",109.090908
"65",1984-03-05,"USGS","03209000",416,"A",109.090908
"66",1984-03-06,"USGS","03209000",416,"A",109.090908
"67",1984-03-07,"USGS","03209000",416,"A",109.090908
"68",1984-03-08,"USGS","03209000",416,"A",109.090908
"69",1984-03-09,"USGS","03209000",312,"A",109.090908
"70",1984-03-10,"USGS","03209000",191,"A",109.090908
"71",1984-03-11,"USGS","03209000",191,"A",109.090908
"72",1984-03-12,"USGS","03209000",191,"A",109.090908
"73",1984-03-13,"USGS","03209000",282,"A",109.090908
"74",1984-03-14,"USGS","03209000",264,"A",109.090908
"75",1984-03-15,"USGS","03209000",153,"A",109.090908
"76",1984-03-16,"USGS","03209000",153,"A",109.090908
"77",1984-03-17,"USGS","03209000",153,"A",109.090908
"78",1984-03-18,"USGS","03209000",153,"A",109.090908
"79",1984-03-19,"USGS","03209000",156,"A",109.090908
"80",1984-03-20,"USGS","03209000",194,"A",109.090908
"81",1984-03-21,"USGS","03209000",1120,"A",109.090908
"82",1984-03-22,"USGS","03209000",1650,"A",109.090908
"83",1984-03-23,"USGS","03209000",591,"A",109.090908
