"","date","mod.flow"
"1",1984-01-01,304.48535846
"2",1984-01-02,186.13646747
"3",1984-01-03,171.0997176
"4",1984-01-04,164.39587305
"5",1984-01-05,157.76653624
"6",1984-01-06,151.30739736
"7",1984-01-07,145.14767455
"8",1984-01-08,139.14394378
"9",1984-01-09,133.38130853
"10",1984-01-10,129.62868307
"11",1984-01-11,128.3321519
"12",1984-01-12,120.54324103
"13",1984-01-13,115.29197455
"14",1984-01-14,110.47054768
"15",1984-01-15,105.72553349
"16",1984-01-16,101.73753359
"17",1984-01-17,97.42381953
"18",1984-01-18,96.91261484
"19",1984-01-19,94.08873682
"20",1984-01-20,88.99253607
"21",1984-01-21,84.36742044
"22",1984-01-22,80.72360277
"23",1984-01-23,77.34868024
"24",1984-01-24,77.01369857
"25",1984-01-25,75.9866171
"26",1984-01-26,74.2714758
"27",1984-01-27,72.96943376
"28",1984-01-28,71.5160973
"29",1984-01-29,68.99658514
"30",1984-01-30,66.3477452
"31",1984-01-31,63.96304727
"32",1984-02-01,61.0987866
"33",1984-02-02,58.53924943
"34",1984-02-03,56.58989311
"35",1984-02-04,55.25668597
"36",1984-02-05,53.72971724
"37",1984-02-06,52.74277282
"38",1984-02-07,50.716012
"39",1984-02-08,48.6289189
"40",1984-02-09,46.60039903
"41",1984-02-10,44.80815353
"42",1984-02-11,43.55772053
"43",1984-02-12,42.70795144
"44",1984-02-13,42.40824413
"45",1984-02-14,102.91451095
"46",1984-02-15,114.42540834
"47",1984-02-16,98.70504046
"48",1984-02-17,87.89302897
"49",1984-02-18,81.41067433
"50",1984-02-19,76.96808647
"51",1984-02-20,73.55018687
"52",1984-02-21,70.58077216
"53",1984-02-22,67.55284236
"54",1984-02-23,86.03833103
"55",1984-02-24,98.75641156
"56",1984-02-25,139.84969092
"57",1984-02-26,129.88057804
"58",1984-02-27,113.66330339
"59",1984-02-28,108.64964105
"60",1984-02-29,99.15687465
"61",1984-03-01,94.65905335
"62",1984-03-02,93.81088855
"63",1984-03-03,92.92363931
"64",1984-03-04,95.74724007
"65",1984-03-05,101.35749675
"66",1984-03-06,108.6769581
"67",1984-03-07,113.07705829
"68",1984-03-08,110.93159343
"69",1984-03-09,107.05999184
"70",1984-03-10,102.87492373
"71",1984-03-11,98.85426712
"72",1984-03-12,95.03482438
"73",1984-03-13,96.29021693
"74",1984-03-14,100.75780772
"75",1984-03-15,109.4967747
"76",1984-03-16,107.83751299
"77",1984-03-17,104.02173757
"78",1984-03-18,99.79447794
"79",1984-03-19,106.23226547
"80",1984-03-20,106.19224357
"81",1984-03-21,119.0878806
"82",1984-03-22,132.62748194
"83",1984-03-23,128.08311224
"84",1984-03-24,121.7734146
"85",1984-03-25,120.04748582
"86",1984-03-26,125.77624798
"87",1984-03-27,122.91807555
"88",1984-03-28,129.23069479
"89",1984-03-29,179.54383754
"90",1984-03-30,180.1781292
"91",1984-03-31,169.78868153
"92",1984-04-01,162.96938087
"93",1984-04-02,157.03684949
"94",1984-04-03,151.31820965
"95",1984-04-04,159.84234999
"96",1984-04-05,283.12921945
"97",1984-04-06,362.8093271
"98",1984-04-07,268.63140186
"99",1984-04-08,219.96231558
"100",1984-04-09,199.07825185
"101",1984-04-10,279.01549998
"102",1984-04-11,300.011632
"103",1984-04-12,277.2280339
"104",1984-04-13,255.0360994
"105",1984-04-14,255.7433176
"106",1984-04-15,261.5169602
"107",1984-04-16,263.0837165
"108",1984-04-17,250.1296807
"109",1984-04-18,238.48020077
"110",1984-04-19,229.17795087
"111",1984-04-20,221.18037225
"112",1984-04-21,242.58517819
"113",1984-04-22,242.74334432
"114",1984-04-23,240.78638838
"115",1984-04-24,233.17253685
"116",1984-04-25,220.8243475
"117",1984-04-26,210.64129543
"118",1984-04-27,201.59898565
"119",1984-04-28,193.92645071
"120",1984-04-29,193.49361037
"121",1984-04-30,195.83127406
"122",1984-05-01,187.04879952
"123",1984-05-02,179.53403905
"124",1984-05-03,181.03889706
"125",1984-05-04,196.69838807
"126",1984-05-05,206.04302214
"127",1984-05-06,193.69933319
"128",1984-05-07,339.79984305
"129",1984-05-08,501.9215547
"130",1984-05-09,436.6436232
"131",1984-05-10,352.7454264
"132",1984-05-11,312.874178
"133",1984-05-12,290.5464839
"134",1984-05-13,275.5407869
"135",1984-05-14,263.71171
"136",1984-05-15,252.4375515
"137",1984-05-16,241.97309896
"138",1984-05-17,231.94283867
"139",1984-05-18,222.17402745
"140",1984-05-19,212.58801938
"141",1984-05-20,203.60592842
"142",1984-05-21,195.11232471
"143",1984-05-22,186.79582359
"144",1984-05-23,181.56179856
"145",1984-05-24,176.81364155
"146",1984-05-25,169.36413766
"147",1984-05-26,162.80086805
"148",1984-05-27,156.53830862
"149",1984-05-28,165.45381974
"150",1984-05-29,413.0872375
"151",1984-05-30,363.4147062
"152",1984-05-31,270.0815183
"153",1984-06-01,225.06130318
"154",1984-06-02,203.24898338
"155",1984-06-03,190.24729965
"156",1984-06-04,180.8519268
"157",1984-06-05,173.64566613
"158",1984-06-06,167.3974705
"159",1984-06-07,163.05292988
"160",1984-06-08,155.96690415
"161",1984-06-09,149.34550475
"162",1984-06-10,143.09822463
"163",1984-06-11,136.81897307
"164",1984-06-12,131.0745182
"165",1984-06-13,129.34070494
"166",1984-06-14,129.35206272
"167",1984-06-15,124.66532136
"168",1984-06-16,121.97309205
"169",1984-06-17,120.21932553
"170",1984-06-18,115.31600284
"171",1984-06-19,109.93087148
"172",1984-06-20,105.76586818
"173",1984-06-21,110.2806487
"174",1984-06-22,113.13496017
"175",1984-06-23,119.49375441
"176",1984-06-24,117.85667992
"177",1984-06-25,114.42880725
"178",1984-06-26,110.74228618
"179",1984-06-27,106.16152286
"180",1984-06-28,107.53933142
"181",1984-06-29,120.83427955
"182",1984-06-30,129.14059448
"183",1984-07-01,167.13870285
"184",1984-07-02,149.37396716
"185",1984-07-03,139.13621519
"186",1984-07-04,135.27684501
"187",1984-07-05,127.35599518
"188",1984-07-06,126.33176899
"189",1984-07-07,128.35935544
"190",1984-07-08,124.57853982
"191",1984-07-09,119.35352469
"192",1984-07-10,113.88829994
"193",1984-07-11,108.83643339
"194",1984-07-12,104.37950086
"195",1984-07-13,102.87335111
"196",1984-07-14,104.3598299
"197",1984-07-15,107.97639465
"198",1984-07-16,103.41952848
"199",1984-07-17,98.95585919
"200",1984-07-18,166.33020399
"201",1984-07-19,179.40573931
"202",1984-07-20,163.81934549
"203",1984-07-21,154.622725
"204",1984-07-22,153.26052047
"205",1984-07-23,184.34940433
"206",1984-07-24,172.31445456
"207",1984-07-25,160.82482481
"208",1984-07-26,153.56883287
"209",1984-07-27,152.74180508
"210",1984-07-28,164.73194787
"211",1984-07-29,158.88460208
"212",1984-07-30,156.03656627
"213",1984-07-31,151.70329666
"214",1984-08-01,145.1003952
"215",1984-08-02,138.78799059
"216",1984-08-03,132.33006618
"217",1984-08-04,126.70117043
"218",1984-08-05,121.54250574
"219",1984-08-06,116.94133568
"220",1984-08-07,111.80979348
"221",1984-08-08,106.64586782
"222",1984-08-09,102.3012209
"223",1984-08-10,98.30146313
"224",1984-08-11,100.07808496
"225",1984-08-12,124.59033727
"226",1984-08-13,141.25059416
"227",1984-08-14,165.13204765
"228",1984-08-15,167.15150499
"229",1984-08-16,157.52758311
"230",1984-08-17,148.95182943
"231",1984-08-18,141.88517952
"232",1984-08-19,136.339262
"233",1984-08-20,130.15215301
"234",1984-08-21,124.38381718
"235",1984-08-22,119.11075589
"236",1984-08-23,114.61554244
"237",1984-08-24,110.98892785
"238",1984-08-25,105.51624109
