"","Date","agency_cd","site_no","Flow","Flow_cd","mod.flow"
"1",1984-01-01,"USGS","01643700",180,"A",493.9018475
"2",1984-01-02,"USGS","01643700",152,"A",391.3457975
"3",1984-01-03,"USGS","01643700",140,"A",362.1836911
"4",1984-01-04,"USGS","01643700",132,"A",338.647481
"5",1984-01-05,"USGS","01643700",131,"A",316.764511
"6",1984-01-06,"USGS","01643700",135,"A",297.2176713
"7",1984-01-07,"USGS","01643700",130,"A",285.3896273
"8",1984-01-08,"USGS","01643700",121,"A",267.3211163
"9",1984-01-09,"USGS","01643700",114,"A",248.7241479
"10",1984-01-10,"USGS","01643700",144,"A",235.92368228
"11",1984-01-11,"USGS","01643700",213,"A",245.01411255
"12",1984-01-12,"USGS","01643700",135,"A",220.23769284
"13",1984-01-13,"USGS","01643700",120,"A",202.32929228
"14",1984-01-14,"USGS","01643700",110,"A",190.01461265
"15",1984-01-15,"USGS","01643700",121,"A",177.59958934
"16",1984-01-16,"USGS","01643700",96,"A",166.51573992
"17",1984-01-17,"USGS","01643700",96,"A",156.15739539
"18",1984-01-18,"USGS","01643700",100,"A",146.64205121
"19",1984-01-19,"USGS","01643700",90,"A",142.51497124
"20",1984-01-20,"USGS","01643700",70,"A",129.78293606
"21",1984-01-21,"USGS","01643700",70,"A",121.30065201
"22",1984-01-22,"USGS","01643700",70,"A",114.85510254
"23",1984-01-23,"USGS","01643700",74,"A",108.58642626
"24",1984-01-24,"USGS","01643700",100,"A",103.63384722
"25",1984-01-25,"USGS","01643700",164,"A",110.11985158
"26",1984-01-26,"USGS","01643700",359,"A",128.4382372
"27",1984-01-27,"USGS","01643700",403,"A",144.16376543
"28",1984-01-28,"USGS","01643700",260,"A",145.71569918
"29",1984-01-29,"USGS","01643700",190,"A",136.06687737
"30",1984-01-30,"USGS","01643700",164,"A",123.71719599
"31",1984-01-31,"USGS","01643700",148,"A",119.01400712
"32",1984-02-01,"USGS","01643700",133,"A",114.14418029
"33",1984-02-02,"USGS","01643700",123,"A",106.03923892
"34",1984-02-03,"USGS","01643700",185,"A",100.54459477
"35",1984-02-04,"USGS","01643700",257,"A",104.17565824
"36",1984-02-05,"USGS","01643700",239,"A",129.59128711
"37",1984-02-06,"USGS","01643700",200,"A",123.6636939
"38",1984-02-07,"USGS","01643700",152,"A",110.91673277
"39",1984-02-08,"USGS","01643700",140,"A",99.79828763
"40",1984-02-09,"USGS","01643700",135,"A",92.00194835
"41",1984-02-10,"USGS","01643700",126,"A",85.77712227
"42",1984-02-11,"USGS","01643700",137,"A",87.94006562
"43",1984-02-12,"USGS","01643700",144,"A",94.35529423
"44",1984-02-13,"USGS","01643700",154,"A",92.55236839
"45",1984-02-14,"USGS","01643700",4160,"A",499.17658608
"46",1984-02-15,"USGS","01643700",2580,"A",2968.3705015
"47",1984-02-16,"USGS","01643700",1140,"A",870.7600403
"48",1984-02-17,"USGS","01643700",814,"A",451.1803216
"49",1984-02-18,"USGS","01643700",691,"A",366.7875478
"50",1984-02-19,"USGS","01643700",526,"A",286.8331215
"51",1984-02-20,"USGS","01643700",446,"A",240.74831497
"52",1984-02-21,"USGS","01643700",389,"A",217.73104
"53",1984-02-22,"USGS","01643700",338,"A",203.76573657
"54",1984-02-23,"USGS","01643700",484,"A",193.24121189
"55",1984-02-24,"USGS","01643700",1110,"A",1529.50578465
"56",1984-02-25,"USGS","01643700",698,"A",492.8705606
"57",1984-02-26,"USGS","01643700",515,"A",313.3527766
"58",1984-02-27,"USGS","01643700",437,"A",250.4831103
"59",1984-02-28,"USGS","01643700",691,"A",236.32174684
"60",1984-02-29,"USGS","01643700",529,"A",270.98367119
"61",1984-03-01,"USGS","01643700",424,"A",309.3932198
"62",1984-03-02,"USGS","01643700",386,"A",269.7158896
"63",1984-03-03,"USGS","01643700",338,"A",247.3035811
"64",1984-03-04,"USGS","01643700",309,"A",233.3164616
"65",1984-03-05,"USGS","01643700",306,"A",228.89316177
"66",1984-03-06,"USGS","01643700",290,"A",286.38967422
"67",1984-03-07,"USGS","01643700",251,"A",270.4344216
"68",1984-03-08,"USGS","01643700",236,"A",233.07252597
"69",1984-03-09,"USGS","01643700",233,"A",268.52310099
"70",1984-03-10,"USGS","01643700",212,"A",298.9682275
"71",1984-03-11,"USGS","01643700",215,"A",237.82026289
"72",1984-03-12,"USGS","01643700",206,"A",210.46449663
"73",1984-03-13,"USGS","01643700",218,"A",239.11002643
"74",1984-03-14,"USGS","01643700",286,"A",471.1646566
"75",1984-03-15,"USGS","01643700",334,"A",497.115202
"76",1984-03-16,"USGS","01643700",302,"A",331.6970463
"77",1984-03-17,"USGS","01643700",267,"A",257.379978
"78",1984-03-18,"USGS","01643700",254,"A",224.90319824
"79",1984-03-19,"USGS","01643700",242,"A",207.424551
"80",1984-03-20,"USGS","01643700",224,"A",195.6149001
"81",1984-03-21,"USGS","01643700",363,"A",349.96888224
"82",1984-03-22,"USGS","01643700",302,"A",346.6007968
"83",1984-03-23,"USGS","01643700",264,"A",267.7902068
"84",1984-03-24,"USGS","01643700",242,"A",222.89778807
"85",1984-03-25,"USGS","01643700",290,"A",207.02708722
"86",1984-03-26,"USGS","01643700",515,"A",1563.9478941
"87",1984-03-27,"USGS","01643700",411,"A",873.2299842
"88",1984-03-28,"USGS","01643700",1170,"A",550.252081
"89",1984-03-29,"USGS","01643700",2260,"A",6280.722001
"90",1984-03-30,"USGS","01643700",1680,"A",2846.1011191
"91",1984-03-31,"USGS","01643700",1240,"A",1337.87315
"92",1984-04-01,"USGS","01643700",1000,"A",774.4796658
"93",1984-04-02,"USGS","01643700",857,"A",577.3729782
"94",1984-04-03,"USGS","01643700",742,"A",494.1477471
"95",1984-04-04,"USGS","01643700",930,"A",465.8111801
"96",1984-04-05,"USGS","01643700",1740,"A",1748.9896831
"97",1984-04-06,"USGS","01643700",1070,"A",1617.4298705
"98",1984-04-07,"USGS","01643700",763,"A",857.675316
"99",1984-04-08,"USGS","01643700",594,"A",600.8759421
"100",1984-04-09,"USGS","01643700",494,"A",490.2320747
"101",1984-04-10,"USGS","01643700",434,"A",437.4825342
"102",1984-04-11,"USGS","01643700",386,"A",405.8940658
"103",1984-04-12,"USGS","01643700",347,"A",379.8761475
"104",1984-04-13,"USGS","01643700",322,"A",356.2920925
"105",1984-04-14,"USGS","01643700",411,"A",337.3193388
"106",1984-04-15,"USGS","01643700",1040,"A",589.3344227
"107",1984-04-16,"USGS","01643700",997,"A",1589.3588677
"108",1984-04-17,"USGS","01643700",742,"A",977.4315719
"109",1984-04-18,"USGS","01643700",644,"A",685.2565767
"110",1984-04-19,"USGS","01643700",501,"A",533.2422599
"111",1984-04-20,"USGS","01643700",427,"A",453.2356204
"112",1984-04-21,"USGS","01643700",379,"A",414.144888
"113",1984-04-22,"USGS","01643700",414,"A",389.3485413
"114",1984-04-23,"USGS","01643700",648,"A",1854.0791124
"115",1984-04-24,"USGS","01643700",482,"A",713.6068614
"116",1984-04-25,"USGS","01643700",418,"A",493.8860057
"117",1984-04-26,"USGS","01643700",360,"A",404.3609106
"118",1984-04-27,"USGS","01643700",325,"A",360.0632733
"119",1984-04-28,"USGS","01643700",296,"A",331.0471325
"120",1984-04-29,"USGS","01643700",312,"A",331.9448254
"121",1984-04-30,"USGS","01643700",277,"A",327.7568921
"122",1984-05-01,"USGS","01643700",242,"A",293.9232711
"123",1984-05-02,"USGS","01643700",221,"A",269.0417406
"124",1984-05-03,"USGS","01643700",286,"A",251.4051284
"125",1984-05-04,"USGS","01643700",598,"A",835.4160241
"126",1984-05-05,"USGS","01643700",373,"A",1048.922573
"127",1984-05-06,"USGS","01643700",373,"A",614.0121289
"128",1984-05-07,"USGS","01643700",373,"A",485.4597472
"129",1984-05-08,"USGS","01643700",376,"A",437.5750961
"130",1984-05-09,"USGS","01643700",363,"A",371.6089878
"131",1984-05-10,"USGS","01643700",309,"A",367.4150393
"132",1984-05-11,"USGS","01643700",274,"A",318.9136077
"133",1984-05-12,"USGS","01643700",248,"A",286.4199231
"134",1984-05-13,"USGS","01643700",227,"A",264.6814509
"135",1984-05-14,"USGS","01643700",206,"A",246.93730061
"136",1984-05-15,"USGS","01643700",185,"A",230.54523752
"137",1984-05-16,"USGS","01643700",170,"A",215.42122267
"138",1984-05-17,"USGS","01643700",158,"A",202.32954025
"139",1984-05-18,"USGS","01643700",150,"A",189.85846424
"140",1984-05-19,"USGS","01643700",144,"A",176.74142695
"141",1984-05-20,"USGS","01643700",126,"A",163.33688593
"142",1984-05-21,"USGS","01643700",119,"A",149.84088899
"143",1984-05-22,"USGS","01643700",109,"A",136.78020906
"144",1984-05-23,"USGS","01643700",131,"A",126.67612507
"145",1984-05-24,"USGS","01643700",142,"A",151.5255189
"146",1984-05-25,"USGS","01643700",101,"A",145.63200184
"147",1984-05-26,"USGS","01643700",91,"A",122.7581773
"148",1984-05-27,"USGS","01643700",84,"A",107.05149888
"149",1984-05-28,"USGS","01643700",87,"A",96.05127358
"150",1984-05-29,"USGS","01643700",109,"A",112.84298253
"151",1984-05-30,"USGS","01643700",173,"A",375.5070734
"152",1984-05-31,"USGS","01643700",99,"A",303.15909314
"153",1984-06-01,"USGS","01643700",87,"A",201.74407913
"154",1984-06-02,"USGS","01643700",78,"A",159.58047818
"155",1984-06-03,"USGS","01643700",68,"A",134.91384222
"156",1984-06-04,"USGS","01643700",62,"A",119.19970084
"157",1984-06-05,"USGS","01643700",60,"A",107.3890786
"158",1984-06-06,"USGS","01643700",58,"A",96.77371549
"159",1984-06-07,"USGS","01643700",55,"A",86.42809989
"160",1984-06-08,"USGS","01643700",53,"A",76.39241457
"161",1984-06-09,"USGS","01643700",49,"A",68.22978592
"162",1984-06-10,"USGS","01643700",45,"A",62.97463108
"163",1984-06-11,"USGS","01643700",43,"A",57.98250557
"164",1984-06-12,"USGS","01643700",41,"A",52.60254838
"165",1984-06-13,"USGS","01643700",39,"A",47.34385883
"166",1984-06-14,"USGS","01643700",38,"A",42.67540097
"167",1984-06-15,"USGS","01643700",35,"A",38.50519121
"168",1984-06-16,"USGS","01643700",32,"A",34.66813418
"169",1984-06-17,"USGS","01643700",41,"A",31.21766174
"170",1984-06-18,"USGS","01643700",49,"A",28.19342245
