"","Date","agency_cd","site_no","Flow","Flow_cd","mod.flow"
"1",1984-01-01,NA,NA,NA,NA,134.52897746
"2",1984-01-02,NA,NA,NA,NA,100.44174145
"3",1984-01-03,NA,NA,NA,NA,92.44053744
"4",1984-01-04,NA,NA,NA,NA,85.1321292
"5",1984-01-05,NA,NA,NA,NA,78.38888691
"6",1984-01-06,NA,NA,NA,NA,72.19171211
"7",1984-01-07,NA,NA,NA,NA,66.48306918
"8",1984-01-08,NA,NA,NA,NA,61.24534938
"9",1984-01-09,NA,NA,NA,NA,56.4092202
"10",1984-01-10,NA,NA,NA,NA,85.47127365
"11",1984-01-11,NA,NA,NA,NA,65.04531906
"12",1984-01-12,NA,NA,NA,NA,47.39642334
"13",1984-01-13,NA,NA,NA,NA,41.36840116
"14",1984-01-14,NA,NA,NA,NA,38.18041063
"15",1984-01-15,NA,NA,NA,NA,35.05067816
"16",1984-01-16,NA,NA,NA,NA,32.56252264
"17",1984-01-17,NA,NA,NA,NA,29.82732391
"18",1984-01-18,NA,NA,NA,NA,111.61108534
"19",1984-01-19,NA,NA,NA,NA,35.22535444
"20",1984-01-20,NA,NA,NA,NA,25.41070699
"21",1984-01-21,NA,NA,NA,NA,23.088406205
"22",1984-01-22,NA,NA,NA,NA,21.187994719
"23",1984-01-23,NA,NA,NA,NA,19.504584909
"24",1984-01-24,NA,NA,NA,NA,18.164263367
"25",1984-01-25,NA,NA,NA,NA,53.603826169
"26",1984-01-26,NA,NA,NA,NA,213.01549507
"27",1984-01-27,NA,NA,NA,NA,117.59824491
"28",1984-01-28,NA,NA,NA,NA,56.10232436
"29",1984-01-29,NA,NA,NA,NA,26.448888832
"30",1984-01-30,NA,NA,NA,NA,17.02357936
"31",1984-01-31,NA,NA,NA,NA,19.501271722
"32",1984-02-01,NA,NA,NA,NA,21.285958229
"33",1984-02-02,NA,NA,NA,NA,13.874072198
"34",1984-02-03,NA,NA,NA,NA,54.316618502
"35",1984-02-04,NA,NA,NA,NA,104.2786932
"36",1984-02-05,NA,NA,NA,NA,116.29810741
"37",1984-02-06,NA,NA,NA,NA,24.897875343
"38",1984-02-07,NA,NA,NA,NA,15.560970306
"39",1984-02-08,NA,NA,NA,NA,11.762036444
"40",1984-02-09,NA,NA,NA,NA,10.320187541
"41",1984-02-10,NA,NA,NA,NA,13.201573937
"42",1984-02-11,NA,NA,NA,NA,86.528428593
"43",1984-02-12,NA,NA,NA,NA,33.52365326
"44",1984-02-13,NA,NA,NA,NA,19.129868928
"45",1984-02-14,NA,NA,NA,NA,443.279304108
"46",1984-02-15,NA,NA,NA,NA,246.39135459
"47",1984-02-16,NA,NA,NA,NA,47.822086227
"48",1984-02-17,NA,NA,NA,NA,20.851944268
"49",1984-02-18,NA,NA,NA,NA,34.874570204
"50",1984-02-19,NA,NA,NA,NA,18.745377359
"51",1984-02-20,NA,NA,NA,NA,15.262928845
"52",1984-02-21,NA,NA,NA,NA,13.730023623
"53",1984-02-22,NA,NA,NA,NA,12.623979508
"54",1984-02-23,NA,NA,NA,NA,148.055846663
"55",1984-02-24,NA,NA,NA,NA,235.31307868
"56",1984-02-25,NA,NA,NA,NA,22.454140849
"57",1984-02-26,NA,NA,NA,NA,18.099163294
"58",1984-02-27,NA,NA,NA,NA,15.940542402
"59",1984-02-28,NA,NA,NA,NA,237.435488557
"60",1984-02-29,NA,NA,NA,NA,39.8229121
"61",1984-03-01,NA,NA,NA,NA,23.540643632
"62",1984-03-02,NA,NA,NA,NA,18.630636277
"63",1984-03-03,NA,NA,NA,NA,16.425882337
"64",1984-03-04,NA,NA,NA,NA,15.247246324
"65",1984-03-05,NA,NA,NA,NA,99.820503708
"66",1984-03-06,NA,NA,NA,NA,70.05983209
"67",1984-03-07,NA,NA,NA,NA,20.480599583
"68",1984-03-08,NA,NA,NA,NA,53.937038937
"69",1984-03-09,NA,NA,NA,NA,59.77189075
"70",1984-03-10,NA,NA,NA,NA,22.110724749
"71",1984-03-11,NA,NA,NA,NA,16.725895643
"72",1984-03-12,NA,NA,NA,NA,14.665918766
"73",1984-03-13,NA,NA,NA,NA,297.877761759
"74",1984-03-14,NA,NA,NA,NA,114.00395609
"75",1984-03-15,NA,NA,NA,NA,31.66911744
"76",1984-03-16,NA,NA,NA,NA,23.640131653
"77",1984-03-17,NA,NA,NA,NA,20.518013122
"78",1984-03-18,NA,NA,NA,NA,18.501302838
"79",1984-03-19,NA,NA,NA,NA,17.011410355
"80",1984-03-20,NA,NA,NA,NA,15.754197597
"81",1984-03-21,NA,NA,NA,NA,229.336950842
"82",1984-03-22,NA,NA,NA,NA,28.71805251
"83",1984-03-23,NA,NA,NA,NA,22.11094009
"84",1984-03-24,NA,NA,NA,NA,18.713655294
"85",1984-03-25,NA,NA,NA,NA,234.71854152
"86",1984-03-26,NA,NA,NA,NA,546.03440669
"87",1984-03-27,NA,NA,NA,NA,71.63336279
"88",1984-03-28,NA,NA,NA,NA,448.29942163
"89",1984-03-29,NA,NA,NA,NA,866.63676153
"90",1984-03-30,NA,NA,NA,NA,438.2983285
"91",1984-03-31,NA,NA,NA,NA,230.64201259
"92",1984-04-01,NA,NA,NA,NA,146.71005295
"93",1984-04-02,NA,NA,NA,NA,102.15314579
"94",1984-04-03,NA,NA,NA,NA,80.52736546
"95",1984-04-04,NA,NA,NA,NA,459.55375854
"96",1984-04-05,NA,NA,NA,NA,657.8048889
"97",1984-04-06,NA,NA,NA,NA,237.67070484
"98",1984-04-07,NA,NA,NA,NA,134.89789867
"99",1984-04-08,NA,NA,NA,NA,102.67551419
"100",1984-04-09,NA,NA,NA,NA,86.6514151
"101",1984-04-10,NA,NA,NA,NA,77.62102508
"102",1984-04-11,NA,NA,NA,NA,71.18946575
"103",1984-04-12,NA,NA,NA,NA,65.79767394
